id,lat,lng,text,timeStamp,user_id,mb_cluster,db_cluster,cluster
380085112312188928,37.259835,-121.94635222,Getting #gas makes me sad these days :( (@ Valero) http://t.co/tocAESxyod,2013-09-17 21:45:27,42587892,78,27.0,78.27
382037096988303360,37.26019504,-121.94379358,@LOLesaurus pretty sure it's 45 with tax I just checked earlier today,2013-09-23 07:01:56,58258983,78,27.0,78.27
382629401969451008,37.25994492,-121.9450398,More gas? http://t.co/6PiJzZlnVf,2013-09-24 22:15:33,379537331,78,27.0,78.27
383061864516550656,37.2600896,-121.94535498,@David_verbera lololololl no,2013-09-26 02:54:00,379537331,78,27.0,78.27
383064690596659200,37.26000179,-121.94507198,Wu-Tang Forever,2013-09-26 03:05:13,379537331,78,27.0,78.27
383065981381136384,37.26011079,-121.94540882,@NikoWavy @RapLike,2013-09-26 03:10:21,379537331,78,27.0,78.27
383069776475484160,37.26011263,-121.94540711,I have nothing to lose.,2013-09-26 03:25:26,379537331,78,27.0,78.27
383070241678319616,37.25996009,-121.94508825,Only 12 Monday till Christmas ??,2013-09-26 03:27:17,379537331,78,27.0,78.27
383081917161029632,37.26011374,-121.94539012,@WEEHNZ thanks :),2013-09-26 04:13:41,379537331,78,27.0,78.27
383081935674695681,37.25994819,-121.94498129,“@WEEHNZ: it worries me that your always sad :(”,2013-09-26 04:13:45,379537331,78,27.0,78.27
383082958866759681,37.25989186,-121.94500292,@ReBorn_AztecGod y don't u go on #XFactor,2013-09-26 04:17:49,379537331,78,27.0,78.27
383083832137637888,37.25988218,-121.94505941,@ReBorn_AztecGod yolo,2013-09-26 04:21:17,379537331,78,27.0,78.27
383100871795437569,37.26016977,-121.94539414,I don't know God works in strange ways,2013-09-26 05:29:00,379537331,78,27.0,78.27
383320497712136193,37.26009624,-121.94532465,@elenabroooke J cole,2013-09-26 20:01:43,379537331,78,27.0,78.27
383333746398601217,37.2601169,-121.94520678,“@ShitPussiesSay: I dont need a girlfriend. I have soccer”K,2013-09-26 20:54:21,379537331,78,27.0,78.27
383397129680465920,37.26010274,-121.94521512,"""Got on Twitter""  -___- http://t.co/IIcSjtW5Ue",2013-09-27 01:06:13,379537331,78,27.0,78.27
383397279966584832,37.25989572,-121.94503879,"""Got on Twitter"" http://t.co/GqqN9C6zFO",2013-09-27 01:06:49,379537331,78,27.0,78.27
383397305929302016,37.25996952,-121.94504122,-___-,2013-09-27 01:06:55,379537331,78,27.0,78.27
383400665948512256,37.2600165,-121.94504064,@OfficialTerRio #TerRioTo65K #FollowBack,2013-09-27 01:20:16,379537331,78,27.0,78.27
