id,lat,lng,text,timeStamp,user_id,mb_cluster,db_cluster,cluster
378010675299487744,37.75863483,-122.41280531,United We Stand ?? (photo credit: @anabatoff) @ The United States Of America http://t.co/vM5cxqoxK4,2013-09-12 04:22:22,23566862,60,7.0,60.07
378011268071706624,37.75926193,-122.41111586,The artist in her studio. http://t.co/TNDWbyFJGo,2013-09-12 04:24:44,6432822,60,7.0,60.07
378020490616766465,37.76016051,-122.41402764,Mac and cheese with pork belly. Insanely good. @ Southern Pacific Brewing http://t.co/vpufpmmPJe,2013-09-12 05:01:22,14046334,60,7.0,60.07
378031228743847936,37.75940048,-122.41084814,Dining with love! (at @CentralKitchen) http://t.co/QQ5a4vMRUG,2013-09-12 05:44:03,100060018,60,7.0,60.07
378046313310343168,37.75963495,-122.40996744,“@mashable: Dear Brands: Here's How to Avoid Screwing Up on Social Media http://t.co/tXQR156xEw” so many companies&amp;brands should read this.,2013-09-12 06:43:59,15914632,60,7.0,60.07
378046517174497281,37.7597133,-122.40989436,@MichelleFanucci @JoshMankiewicz WOOHOO!!!!!!!!!,2013-09-12 06:44:48,15914632,60,7.0,60.07
378155776076185600,37.75940048,-122.41084814,"Our new commissary captain Joseph, banging out the balls! #prep #meatballs #redsauce @ Central Kitchen http://t.co/vNxG8a4Y0W",2013-09-12 13:58:57,1584008426,60,7.0,60.07
378168313911578629,37.75868777,-122.40996351,@cadamole yes! always representing.,2013-09-12 14:48:46,85972500,60,7.0,60.07
378195026855333888,37.75894717,-122.41147788,Stumptown in the morning (@ Atlas Cafe) http://t.co/MjVJqVTQan,2013-09-12 16:34:55,36772968,60,7.0,60.07
378201289772916737,37.75881288,-122.41249963,I'm the Duke of Poop today,2013-09-12 16:59:48,17070117,60,7.0,60.07
378247989304627200,37.75803604,-122.41480163,"@brewingnetwork is that a gangster thing to do, have a twitter account!? #popacapinyourass",2013-09-12 20:05:22,18914134,60,7.0,60.07
378297320234033152,37.75903033,-122.41249558,Get it @ The American Grilled Cheese Kitchen http://t.co/PvKNxFfKPE,2013-09-12 23:21:24,364473011,60,7.0,60.07
378298048687792128,37.760364,-122.411845,"""Crazy Thin: See 6 Insane Ways To Lose Weight"" fad diets are fun to me I dunno #diets http://t.co/mnQRzgtmLR",2013-09-12 23:24:17,27778349,60,7.0,60.07
378323876058779649,37.75882991,-122.41580856,"I'm at @ShotwellsBar (San Francisco, CA) http://t.co/OszGCChztV",2013-09-13 01:06:55,27828688,60,7.0,60.07
378326191742410752,37.76016051,-122.41402764,Celebrating. @ Southern Pacific Brewing http://t.co/ESjpdxDlsI,2013-09-13 01:16:07,78414074,60,7.0,60.07
378334892389838848,37.757511,-122.412188,"Say what now? 

#WWJD @ SlugLove http://t.co/tammmfkSr7",2013-09-13 01:50:42,36127553,60,7.0,60.07
378337874254782464,37.75900553,-122.41240708,Been looking forward to this (@ Flour + Water - @flourandwater) http://t.co/D8tPsUyQfP,2013-09-13 02:02:33,5615562,60,7.0,60.07
378343298269978625,37.75900553,-122.41240708,Taking myself on a nice date. (@ Flour + Water - @flourandwater) http://t.co/NUGCQTT05q,2013-09-13 02:24:06,29833311,60,7.0,60.07
378358789621026816,37.75784888,-122.41326044,Have I missed @maddow or does she come back on at 9pt? #westcoastproblems,2013-09-13 03:25:39,22525842,60,7.0,60.07
378361112237842432,37.75792518,-122.41321391,@WiseGuyEddie @maddow thank you Eddie (and twitter),2013-09-13 03:34:53,22525842,60,7.0,60.07
378361378001518592,37.75788364,-122.41320547,@traciecarpenter happy birthday Traci! Miss you. Enjoy the celebrations,2013-09-13 03:35:56,22525842,60,7.0,60.07
378364321874841601,37.75900553,-122.41240708,The Flour + Water chocolate and sea salt budino might be my most favorite dessert on the planet.… http://t.co/ndhEsTTaMH,2013-09-13 03:47:38,29833311,60,7.0,60.07
378377734889938944,37.757511,-122.412188,"#Vizsla begmonster! 

#nomsnotforyou #dogsofig @ SlugLove http://t.co/hc1PK1cx6a",2013-09-13 04:40:56,36127553,60,7.0,60.07
378385590137266176,37.75779975,-122.41346866,@Landerfelt want to join our book club? First meeting next week on first 200 pages of IJ,2013-09-13 05:12:09,10688732,60,7.0,60.07
378386037786939393,37.75779975,-122.41346866,Lost to @mmtinez and #FIFA14 demo servers are down. Worst night ever :..(,2013-09-13 05:13:56,10688732,60,7.0,60.07
378395161375801344,37.75907816,-122.41093397,No Scotch Egg for you! (at @TrickDogBar w/ 6 others) http://t.co/5VPzUwAiFB,2013-09-13 05:50:11,17030163,60,7.0,60.07
378397897009926144,37.75907816,-122.41093397,#thatswhatshesaid cc mileycyrus @diplo #twerkin #earthquake #expressyoself @ Trick Dog http://t.co/1tG2OOU55h,2013-09-13 06:01:03,43165889,60,7.0,60.07
378400455552139264,37.76016051,-122.41402764,"@GOODSF (Social) Good Social! 3hr convos on peacecorps, space, burningman, education, community + more http://t.co/3ZWjN6Aqtz",2013-09-13 06:11:13,94528335,60,7.0,60.07
378400966900334592,37.75780063,-122.41341636,"@Landerfelt at my place next wed / thur.  It's @mwclancy, me, and @nicoleperlroth so far",2013-09-13 06:13:15,10688732,60,7.0,60.07
378483315101036545,37.75845344,-122.41179899,@JayBWood @VctryLnSprts Something is inherently not 'objective' if you lead with 'disagree'...,2013-09-13 11:40:28,41371530,60,7.0,60.07
378527700920455168,37.75766522,-122.41028698,Waking up in San Francisco!?,2013-09-13 14:36:51,36756917,60,7.0,60.07
378549511867473922,37.75904897,-122.41484046,"Opened Graffiti request via iphone at 2380 Folsom St, San Francisco http://t.co/EDt6goKAjT. 2394 folsom.",2013-09-13 16:03:31,1589692776,60,7.0,60.07
378555006128889856,37.75885568,-122.40999731,A story for you to read today RT @The_Rumpus: Today on The Rumpus we feature Lizzy Acker's essay Love Love Love http://t.co/Cz2ynRHbHg,2013-09-13 16:25:21,85972500,60,7.0,60.07
378557948336693248,37.75898781,-122.41142775,"Happy #programmerday! To all the hardworking engineers out there, treat yourself! We know our's are :) http://t.co/RbPGliGLxp",2013-09-13 16:37:02,34375421,60,7.0,60.07
378569199653625856,37.75834203,-122.41170799,@InTheBleachers they're just trying to get close to where it's at. Being on ESPN and 18-22 is some serious gravitas...,2013-09-13 17:21:45,41371530,60,7.0,60.07
378572402768097280,37.75904897,-122.41484046,"Opened Graffiti request via iphone at 2380 Folsom St, San Francisco http://t.co/XKIgE01W2s. 2394 folsom.",2013-09-13 17:34:29,1589692776,60,7.0,60.07
378572806348210176,37.75922496,-122.41060199,@stephcd @pasql there's still time.,2013-09-13 17:36:05,29512984,60,7.0,60.07
378578748645588992,37.75873165,-122.41250111,It's a bike commute kinda town @ Gnip - San Francisco http://t.co/wyEp8FO9eY,2013-09-13 17:59:41,5342172,60,7.0,60.07
378591680892395520,37.75898,-122.415462,USBCondom protects your devices from nasty ports http://t.co/dQNH95sALj,2013-09-13 18:51:05,12326892,60,7.0,60.07
378592859123109888,37.76021937,-122.41220797,I'm legit. #designmapSF #businesscards #design #StudioOnFire #BeastPieces @ DesignMap http://t.co/pNoJ5Wy0Gi,2013-09-13 18:55:46,27778349,60,7.0,60.07
378621198071902208,37.75910171,-122.41535475,"It’s true we don’t know what we’ve got until its gone, but we don’t know what we’ve been missing until it arrives.",2013-09-13 20:48:22,12326892,60,7.0,60.07
378621667620032512,37.7593848,-122.41473105,what the hell is wrong with him?!,2013-09-13 20:50:14,1544979092,60,7.0,60.07
378623243965313024,37.758916,-122.415607,"iPhone 5s Touch ID Requires A Live Finger To Unlock, Won’t Work With One That’s Severed From Body http://t.co/JiMJzbkhjg",2013-09-13 20:56:30,12326892,60,7.0,60.07
378630712909250560,37.75969367,-122.41430542,omg there's some relationship shit going on here...,2013-09-13 21:26:11,1544979092,60,7.0,60.07
378631250992320512,37.75985763,-122.41415296,getting my back dermals on saturday?,2013-09-13 21:28:19,1544979092,60,7.0,60.07
378631303970553856,37.75968827,-122.41448934,student aide is boring!,2013-09-13 21:28:32,1544979092,60,7.0,60.07
378631374040608768,37.75981899,-122.41423887,"sharpening pencils, really? -.-",2013-09-13 21:28:48,1544979092,60,7.0,60.07
378631610343518209,37.75981681,-122.41424214,If I had a british accent I'd never shut up?,2013-09-13 21:29:45,1544979092,60,7.0,60.07
378631678123442176,37.75965227,-122.41482203,volleyball practice?,2013-09-13 21:30:01,1544979092,60,7.0,60.07
378631843253202944,37.75977109,-122.41430341,OMG I just got an invitation to go to SFSU???,2013-09-13 21:30:40,1544979092,60,7.0,60.07
378631977940705280,37.75965807,-122.41440201,ZORRAS EVERYWHERE!,2013-09-13 21:31:12,1544979092,60,7.0,60.07
378632069506531328,37.75977105,-122.41429838,OH HELL NO!,2013-09-13 21:31:34,1544979092,60,7.0,60.07
378632273148407808,37.75977838,-122.41428564,what the hell just happened? ????,2013-09-13 21:32:23,1544979092,60,7.0,60.07
378632505353461760,37.75967436,-122.41438963,seriously?,2013-09-13 21:33:18,1544979092,60,7.0,60.07
378632591449931776,37.75970691,-122.41431239,fighting with your bf is one of the worst things ever...,2013-09-13 21:33:39,1544979092,60,7.0,60.07
378632670344802304,37.75979045,-122.41426603,I wonder what happened to us??,2013-09-13 21:33:57,1544979092,60,7.0,60.07
378632797528662016,37.75979045,-122.41426603,Keep calm and kill those bitches,2013-09-13 21:34:28,1544979092,60,7.0,60.07
378632984871436288,37.75976409,-122.41437122,"yeah bitch, sure! don't try to compare yourself to me cuz u ain't nothing, SLUT!",2013-09-13 21:35:12,1544979092,60,7.0,60.07
378633032241905665,37.75975789,-122.41437835,"bitches be bitchin' around, damn",2013-09-13 21:35:24,1544979092,60,7.0,60.07
378640317605363712,37.75966774,-122.41475445,student aide just got interesting,2013-09-13 22:04:21,1544979092,60,7.0,60.07
378642302547161088,37.75963081,-122.41420998,"Bitches be like: I ain't going no where cuz is friday 13th 
YEAH RIGHT! like something is really gonna happen to you?",2013-09-13 22:12:14,1544979092,60,7.0,60.07
