id,lat,lng,text,timeStamp,user_id,mb_cluster,db_cluster,cluster
378036384197804032,37.76032178,-122.50514228,"#lilgriff120 ""Don't worry pantsgriffler, philosofia22 is just teaching me to #HangTen ???? sfcelias @… http://t.co/rhtaJAe1g1",2013-09-12 06:04:32,18613717,49,14.0,49.14
378050896158294016,37.76032178,-122.50514228,philosofia22 #lilgriff120 doesn't want to leave sfcelias ! pantsgriffler was so stoked to see lilgriff… http://t.co/kayTYyczKa,2013-09-12 07:02:12,18613717,49,14.0,49.14
378165837212835842,37.76027216,-122.50502972,"@linecook maybe he's doing a striptease? 

smdh",2013-09-12 14:38:56,104710719,49,14.0,49.14
378175183162331136,37.76037685,-122.50512485,@linecook seventeen. Of everything.,2013-09-12 15:16:04,104710719,49,14.0,49.14
378175589607145473,37.76033226,-122.50491816,@linecook yes. And wishing we were at Taco Shop. Because nachos. And sports. And no TH.,2013-09-12 15:17:41,104710719,49,14.0,49.14
378176929448214528,37.76038582,-122.50502372,"@linecook it's at a hotel?! Aw, come on. Ew. 

And in Los Angeles. Lulz. Cause there's no amazing $2 tacos anywhere around there.",2013-09-12 15:23:00,104710719,49,14.0,49.14
378177059547136000,37.76035889,-122.50498119,@linecook is he standing in a green house full of epazote in that picture?,2013-09-12 15:23:31,104710719,49,14.0,49.14
378178783603195904,37.76040223,-122.50496182,@linecook ima go back to my $2 cookies now &amp; choose to believe the whole event is really an art installation celebrating his hot Latina gf,2013-09-12 15:30:22,104710719,49,14.0,49.14
378186200932032513,37.76037221,-122.50501826,@linecook I do love dancing,2013-09-12 15:59:51,104710719,49,14.0,49.14
378186433686548481,37.76035578,-122.50504543,@linecook oh I know it's pesos. duh.,2013-09-12 16:00:46,104710719,49,14.0,49.14
378191192631959552,37.76028473,-122.50501069,Bukkake Taco™,2013-09-12 16:19:41,104710719,49,14.0,49.14
378195309202919424,37.76036839,-122.5050179,"@adholden @sonyayu I wish, Anne. Don't rub it in.",2013-09-12 16:36:02,104710719,49,14.0,49.14
378196403480055808,37.76033641,-122.50506308,"“@sonyayu: @adholden @brooke_mosley Bukakke Friends Forever. Obvi.”

???",2013-09-12 16:40:23,104710719,49,14.0,49.14
378221578322182144,37.76036856,-122.50498203,"I'm at @OuterlandsSf (San Francisco, CA) http://t.co/53aKuj7m7W",2013-09-12 18:20:25,27928314,49,14.0,49.14
378296218256162816,37.76136017,-122.50638306,"Before #notfreakingout #freakingout #newbed #selfassemble #ack @ home, sweet, home http://t.co/gdCLhgBCKe",2013-09-12 23:17:01,325953758,49,14.0,49.14
378388055088193536,37.76136017,-122.50638306,"After #thankyoujeebus #forgoodfriends #withtoolboxes @ home, sweet, home http://t.co/Kiv5OyD2sg",2013-09-13 05:21:57,325953758,49,14.0,49.14
378573743607787520,37.76063,-122.503938,"I'm at Judahlicious (San Francisco, CA) http://t.co/vbvTVbU5Ki",2013-09-13 17:39:48,16960450,49,14.0,49.14
378622848853475328,37.76057965,-122.50392859,Wtf the apple store doesn't even sell fruit,2013-09-13 20:54:56,844214306,49,14.0,49.14
378710309089050624,37.760331,-122.506032,"Happy birthday, sandzypoops! stephipooh03 cc: jess_dog_ @ Thanh Long http://t.co/5aNPTUqzQm",2013-09-14 02:42:28,21056382,49,14.0,49.14
378719147150307328,37.760331,-122.506032,sorors. sisters. friends. ? cc: @luvleighness rollnwithro stephipooh03 @ Thanh Long http://t.co/QQSNcGkU7V,2013-09-14 03:17:35,21056382,49,14.0,49.14
378721077176053761,37.76036856,-122.50498203,Love these guys. @ Outerlands http://t.co/58wja5MmDI,2013-09-14 03:25:15,96249486,49,14.0,49.14
378727785961103360,37.760331,-122.506032,#nofilter. #roasted #garlic #crab #foodporn @ Thanh Long http://t.co/7OQtouJaFG,2013-09-14 03:51:55,21056382,49,14.0,49.14
378728781131030528,37.760331,-122.506032,#nofilter. #roasted #garlic #crab #foodporn #butteronbutteronbutter @ Thanh Long http://t.co/SweYZlrTCM,2013-09-14 03:55:52,21056382,49,14.0,49.14
378865407446110208,37.76036199,-122.50503676,@NicoleLang ?? http://t.co/LF3zUvqmm0,2013-09-14 12:58:46,104710719,49,14.0,49.14
378940433499705344,37.76040724,-122.50551295,DO I??? CAN I??? IDK!!!!! http://t.co/Wspcrobu7L,2013-09-14 17:56:54,348843258,49,14.0,49.14
379074482536595458,37.76013378,-122.50603328,I miss my favorite twin .,2013-09-15 02:49:34,178437558,49,14.0,49.14
379112567714897920,37.76036856,-122.50498203,I felt like I was eating dinner in Piglet's tree trunk house. Not a bad thing! #fishies @ Outerlands http://t.co/x4W2wfEu2V,2013-09-15 05:20:54,92396775,49,14.0,49.14
379289646020452352,37.76036856,-122.50498203,"I'm at @OuterlandsSf (San Francisco, CA) http://t.co/X1QJOTxjOE",2013-09-15 17:04:33,21162934,49,14.0,49.14
379291508387901440,37.76033351,-122.50536919,I'm at Trouble Coffee w/ @christinecassis http://t.co/aNaNR0Q6st,2013-09-15 17:11:57,21162934,49,14.0,49.14
379292125223219200,37.76033351,-122.50536919,Sunny day in the outer sunset! #sf @ Trouble Coffee http://t.co/RwtnnDnDZQ,2013-09-15 17:14:24,21162934,49,14.0,49.14
379309440908148737,37.76036856,-122.50498203,I'm at @OuterlandsSf w/ @christinecassis http://t.co/aggnvGu2Gm,2013-09-15 18:23:12,15127749,49,14.0,49.14
379311341485686784,37.76036856,-122.50498203,2 hours later...WE EAT (at @OuterlandsSf w/ @sapochat @christinecassis) http://t.co/R6UaDMc7K2,2013-09-15 18:30:45,21162934,49,14.0,49.14
379331291860058112,37.76055938,-122.50387948,Everything's gonna be alright...,2013-09-15 19:50:02,347819708,49,14.0,49.14
379352106760933376,37.76063308,-122.50405365,Burritos with the munchkins (@ El Beach Buritto) http://t.co/m7BU9hqZ47,2013-09-15 21:12:44,3930521,49,14.0,49.14
379356766674624513,37.76063308,-122.50405365,Burritos with the munchkins (@ El Beach Buritto) http://t.co/n85USGroMw,2013-09-15 21:31:15,3930521,49,14.0,49.14
379356999709769728,37.76068689,-122.50422164,"Do vegan zombies chant ""grains, grains""?",2013-09-15 21:32:11,3930521,49,14.0,49.14
379408252712132608,37.76036964,-122.50518622,Lets do this NINERS!!!!!!! #goldblooded,2013-09-16 00:55:51,344450048,49,14.0,49.14
379448403924484096,37.7605111,-122.5064167,Omg. Ewww. Eww . Go awayyy.,2013-09-16 03:35:23,911470926,49,14.0,49.14
379985372991610882,37.76026722,-122.50501002,@aaronhoskins um. what?,2013-09-17 15:09:07,104710719,49,14.0,49.14
379985422232719360,37.76026722,-122.50501002,@aaronhoskins circle twerk?,2013-09-17 15:09:19,104710719,49,14.0,49.14
379988827315519488,37.76035773,-122.50504249,"? Happiness is a warm bun ?

?????",2013-09-17 15:22:50,104710719,49,14.0,49.14
379996784183214080,37.76033351,-122.50536919,jimwhimpey is angry he ordered the wrong #hipstertoast. #sfcyclingclub @ Trouble Coffee http://t.co/l037XilAm9,2013-09-17 15:54:28,357581377,49,14.0,49.14
380126217149882368,37.76045,-122.505376,"After some mew material at the General Store.

#fromwhereistand #vscocam #sf @ General Store http://t.co/4KJbxM8SPP",2013-09-18 00:28:47,287192728,49,14.0,49.14
380127762553798656,37.76045,-122.505376,"After some new material at the General Store.

#fromwhereistand #vscocam #sf @ General Store http://t.co/rMWJMIMdVk",2013-09-18 00:34:55,287192728,49,14.0,49.14
380179515760455680,37.76036856,-122.50498203,"#earlygirltomatoes #wildstrawberries, #padrons, #pinenut, #bottepiccola,#firoil @ Outerlands http://t.co/FrynhTFo0r",2013-09-18 04:00:34,19741636,49,14.0,49.14
380399847079038976,37.76060934,-122.50404975,$12 smoothie has almond gogi berry maca mesquite cacao turmeric cayenne blue green algae acaì date seaweed ginger banana blueberry chlorella,2013-09-18 18:36:05,274129615,49,14.0,49.14
380407198599639040,37.7606374,-122.50435668,"I'm at Other Avenues Food Store (San Francisco, CA) http://t.co/eyajlp02py",2013-09-18 19:05:18,274129615,49,14.0,49.14
380407740482322433,37.76028113,-122.50551403,@IvanBrandon seems fine to me,2013-09-18 19:07:27,104710719,49,14.0,49.14
380422227415814144,37.76036856,-122.50498203,Before ridiculous grilled cheese sandwiches and  tomato soup with @cinloughridge @ Outerlands http://t.co/TEBCHYCury,2013-09-18 20:05:01,31470541,49,14.0,49.14
380508541616132096,37.76036856,-122.50498203,Sunset over the pacific @ Outerlands http://t.co/l0NcvzKBVV,2013-09-19 01:48:00,270959015,49,14.0,49.14
380512402401689600,37.76036856,-122.50498203,"Tequila, Pluot shrub, mezcal, line and @artintheage SAGE @ Outerlands http://t.co/Hrx9io1TCI",2013-09-19 02:03:20,270959015,49,14.0,49.14
380516542121005056,37.76036856,-122.50498203,Kicking off our week in SF with a SAGE cocktail. Great things in the works with @juniper_ridge… http://t.co/EQ9304UQ66,2013-09-19 02:19:47,14675054,49,14.0,49.14
380520850099032064,37.760331,-122.506032,I know y'all ain't seen me in a minute but I been getting it crackin everyday regardless....… http://t.co/UN7rWAz6ib,2013-09-19 02:36:55,63594753,49,14.0,49.14
380711618734080000,37.76037282,-122.50505438,just had to tell someone they were a racist and to stop talking to me how's your morning,2013-09-19 15:14:57,104710719,49,14.0,49.14
380729984459214848,37.76036856,-122.50498203,"Dashi steamed new potatoes, medecino uni, radish, umeboshi, kombucha salt. #outerlands @ Outerlands http://t.co/xxZxSb0Yiy",2013-09-19 16:27:56,125950694,49,14.0,49.14
380818199350366208,37.76136017,-122.50638306,"Reading on the patio #throwback #thursdays #library-checkoutbook @ home, sweet, home http://t.co/I6GwsSARlS",2013-09-19 22:18:28,325953758,49,14.0,49.14
380833979256938496,37.76032321,-122.50499745,"""Cracky"" ???",2013-09-19 23:21:10,104710719,49,14.0,49.14
380941224015695872,37.7610518,-122.5041751,I'm very happy and impressed with #iOS7 It's great flow and feel make it user friendly (so far...) cuz it makes more sense. Thank you #Apple,2013-09-20 06:27:20,9251012,49,14.0,49.14
381131426848337920,37.76033351,-122.50536919,Round two at the other Trouble. @ Trouble Coffee http://t.co/PXEExiW0nK,2013-09-20 19:03:07,26688691,49,14.0,49.14
381132661601091584,37.76033351,-122.50536919,And now for something completely different. cc: troublecoffeeco @ Trouble Coffee http://t.co/6GbWVoqv2w,2013-09-20 19:08:02,26688691,49,14.0,49.14
381154785220902912,37.7604,-122.505,Drinking a Fullers ESB Clone by  Catoctin Brewing at @outerlandssf — http://t.co/wa39AVU1pz,2013-09-20 20:35:57,25192538,49,14.0,49.14
