timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1.55404E+12,302,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12864,121,2,2,http://localhost/twitterEdge,277,0,0
1.55404E+12,307,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12879,121,2,2,http://localhost/twitterEdge,281,0,0
1.55404E+12,434,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12886,121,2,2,http://localhost/twitterEdge,411,0,0
1.55404E+12,512,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12832,121,2,2,http://localhost/twitterEdge,483,0,178
1.55404E+12,401,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12907,121,2,2,http://localhost/twitterEdge,371,0,0
1.55404E+12,301,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12878,121,2,2,http://localhost/twitterEdge,273,0,0
1.55404E+12,292,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12885,121,2,2,http://localhost/twitterEdge,267,0,0
1.55404E+12,293,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12887,121,2,2,http://localhost/twitterEdge,266,0,0
1.55404E+12,299,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12875,121,2,2,http://localhost/twitterEdge,274,0,0
1.55404E+12,298,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12841,121,2,2,http://localhost/twitterEdge,274,0,0
1.55404E+12,311,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12916,121,2,2,http://localhost/twitterEdge,289,0,0
1.55404E+12,497,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12905,121,2,2,http://localhost/twitterEdge,470,0,202
1.55404E+12,292,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12944,121,2,2,http://localhost/twitterEdge,267,0,0
1.55404E+12,303,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12903,121,2,2,http://localhost/twitterEdge,268,0,0
1.55404E+12,307,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12836,121,2,2,http://localhost/twitterEdge,281,0,0
1.55404E+12,458,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12863,121,2,2,http://localhost/twitterEdge,434,0,169
1.55404E+12,314,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12911,121,2,2,http://localhost/twitterEdge,288,0,0
1.55404E+12,286,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12909,121,2,2,http://localhost/twitterEdge,259,0,0
1.55404E+12,292,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12869,121,2,2,http://localhost/twitterEdge,266,0,0
1.55404E+12,283,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12892,121,2,2,http://localhost/twitterEdge,259,0,0
1.55404E+12,290,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12915,121,2,2,http://localhost/twitterEdge,265,0,0
1.55404E+12,287,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12907,121,2,2,http://localhost/twitterEdge,261,0,0
1.55404E+12,288,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12959,121,2,2,http://localhost/twitterEdge,263,0,0
1.55404E+12,458,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12911,121,2,2,http://localhost/twitterEdge,434,0,168
1.55404E+12,282,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12908,121,2,2,http://localhost/twitterEdge,258,0,0
1.55404E+12,292,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12910,121,2,2,http://localhost/twitterEdge,268,0,0
1.55404E+12,290,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12898,121,2,2,http://localhost/twitterEdge,265,0,0
1.55404E+12,289,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12885,121,2,2,http://localhost/twitterEdge,266,0,0
1.55404E+12,296,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,12893,121,2,2,http://localhost/twitterEdge,267,0,0
1.55404E+12,452,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,12883,121,2,2,http://localhost/twitterEdge,427,0,171
